"","Overall","Value","Valor"
"8654",66,"€625K",625000
"8655",66,"€675K",675000
"8656",66,"€750K",750000
"8657",66,"€1.4M",1400000
"8658",66,"€150K",150000
"8659",66,"€825K",825000
"8660",66,"€775K",775000
"8661",66,"€400K",400000
"8662",66,"€1.4M",1400000
"8663",66,"€825K",825000
"8664",66,"€600K",600000
"8665",66,"€500K",500000
"8666",66,"€725K",725000
"8667",66,"€675K",675000
"8668",66,"€1.2M",1200000
"8669",66,"€350K",350000
"8670",66,"€525K",525000
"8671",66,"€300K",300000
"8672",66,"€475K",475000
"8673",66,"€675K",675000
"8674",66,"€650K",650000
"8675",66,"€500K",500000
"8676",66,"€875K",875000
"8677",66,"€850K",850000
"8678",66,"€700K",700000
"8679",66,"€1.1M",1100000
"8680",66,"€825K",825000
"8681",66,"€900K",900000
"8682",66,"€950K",950000
"8683",66,"€650K",650000
"8684",66,"€260K",260000
"8685",66,"€575K",575000
"8686",66,"€850K",850000
"8687",66,"€725K",725000
"8688",66,"€900K",900000
"8689",66,"€1.1M",1100000
"8690",66,"€625K",625000
"8691",66,"€750K",750000
"8692",66,"€650K",650000
"8693",66,"€800K",800000
"8694",66,"€925K",925000
"8695",66,"€550K",550000
"8696",66,"€875K",875000
"8697",66,"€575K",575000
"8698",66,"€1.1M",1100000
"8699",66,"€700K",700000
"8700",66,"€1M",1000000
"8701",66,"€750K",750000
"8702",66,"€1.2M",1200000
"8703",66,"€1.1M",1100000
"8704",66,"€725K",725000
"8705",66,"€675K",675000
"8706",66,"€975K",975000
"8707",66,"€675K",675000
"8708",66,"€975K",975000
"8709",66,"€900K",900000
"8710",66,"€1.2M",1200000
"8711",66,"€700K",700000
"8712",66,"€625K",625000
"8713",66,"€750K",750000
"8714",66,"€700K",700000
"8715",66,"€1.1M",1100000
"8716",66,"€900K",900000
"8717",66,"€900K",900000
"8718",66,"€850K",850000
"8719",66,"€700K",700000
"8720",66,"€475K",475000
"8721",66,"€800K",800000
"8722",66,"€775K",775000
"8723",66,"€250K",250000
"8724",66,"€1.1M",1100000
"8725",66,"€550K",550000
"8726",66,"€825K",825000
"8727",66,"€1.4M",1400000
"8728",66,"€550K",550000
"8729",66,"€525K",525000
"8730",66,"€725K",725000
"8731",66,"€300K",300000
"8732",66,"€400K",400000
"8733",66,"€260K",260000
"8734",66,"€750K",750000
"8735",66,"€825K",825000
"8736",66,"€750K",750000
"8737",66,"€375K",375000
"8738",66,"€725K",725000
"8739",66,"€925K",925000
"8740",66,"€625K",625000
"8741",66,"€600K",600000
"8742",66,"€675K",675000
"8743",66,"€850K",850000
"8744",66,"€625K",625000
"8745",66,"€70K",70000
"8746",66,"€650K",650000
"8747",66,"€575K",575000
"8748",66,"€575K",575000
"8749",66,"€650K",650000
"8750",66,"€800K",800000
"8751",66,"€1.2M",1200000
"8752",66,"€700K",700000
"8753",66,"€1.2M",1200000
"8754",66,"€425K",425000
"8755",66,"€575K",575000
"8756",66,"€200K",200000
"8757",66,"€1M",1000000
"8758",66,"€1M",1000000
"8759",66,"€650K",650000
"8760",66,"€1.3M",1300000
"8761",66,"€325K",325000
"8762",66,"€625K",625000
"8763",66,"€475K",475000
"8764",66,"€1.3M",1300000
"8765",66,"€90K",90000
"8766",66,"€600K",600000
"8767",66,"€1.4M",1400000
"8768",66,"€1M",1000000
"8769",66,"€575K",575000
"8770",66,"€700K",700000
"8771",66,"€525K",525000
"8772",66,"€725K",725000
"8773",66,"€725K",725000
"8774",66,"€425K",425000
"8775",66,"€675K",675000
"8776",66,"€700K",700000
"8777",66,"€850K",850000
"8778",66,"€475K",475000
"8779",66,"€875K",875000
"8780",66,"€875K",875000
"8781",66,"€425K",425000
"8782",66,"€675K",675000
"8783",66,"€800K",800000
"8784",66,"€825K",825000
"8785",66,"€875K",875000
"8786",66,"€1M",1000000
"8787",66,"€950K",950000
"8788",66,"€800K",800000
"8789",66,"€675K",675000
"8790",66,"€850K",850000
"8791",66,"€475K",475000
"8792",66,"€800K",800000
"8793",66,"€400K",400000
"8794",66,"€1.1M",1100000
"8795",66,"€1M",1000000
"8796",66,"€925K",925000
"8797",66,"€700K",700000
"8798",66,"€875K",875000
"8799",66,"€90K",90000
"8800",66,"€725K",725000
"8801",66,"€475K",475000
"8802",66,"€650K",650000
"8803",66,"€825K",825000
"8804",66,"€425K",425000
"8805",66,"€500K",500000
"8806",66,"€1M",1000000
"8807",66,"€575K",575000
"8808",66,"€650K",650000
"8809",66,"€525K",525000
"8810",66,"€725K",725000
"8811",66,"€900K",900000
"8812",66,"€775K",775000
"8813",66,"€725K",725000
"8814",66,"€525K",525000
"8815",66,"€950K",950000
"8816",66,"€475K",475000
"8817",66,"€1.1M",1100000
"8818",66,"€1.1M",1100000
"8819",66,"€900K",900000
"8820",66,"€375K",375000
"8821",66,"€525K",525000
"8822",66,"€750K",750000
"8823",66,"€775K",775000
"8824",66,"€700K",700000
"8825",66,"€1.1M",1100000
"8826",66,"€900K",900000
"8827",66,"€1.1M",1100000
"8828",66,"€375K",375000
"8829",66,"€775K",775000
"8830",66,"€675K",675000
"8831",66,"€500K",500000
"8832",66,"€850K",850000
"8833",66,"€500K",500000
"8834",66,"€650K",650000
"8835",66,"€600K",600000
"8836",66,"€725K",725000
"8837",66,"€550K",550000
"8838",66,"€550K",550000
"8839",66,"€600K",600000
"8840",66,"€475K",475000
"8841",66,"€875K",875000
"8842",66,"€875K",875000
"8843",66,"€425K",425000
"8844",66,"€750K",750000
"8845",66,"€325K",325000
"8846",66,"€1M",1000000
"8847",66,"€900K",900000
"8848",66,"€375K",375000
"8849",66,"€1.4M",1400000
"8850",66,"€525K",525000
"8851",66,"€150K",150000
"8852",66,"€825K",825000
"8853",66,"€1.3M",1300000
"8854",66,"€750K",750000
"8855",66,"€700K",700000
"8856",66,"€675K",675000
"8857",66,"€825K",825000
"8858",66,"€650K",650000
"8859",66,"€875K",875000
"8860",66,"€950K",950000
"8861",66,"€925K",925000
"8862",66,"€900K",900000
"8863",66,"€825K",825000
"8864",66,"€1M",1000000
"8865",66,"€675K",675000
"8866",66,"€825K",825000
"8867",66,"€650K",650000
"8868",66,"€750K",750000
"8869",66,"€750K",750000
"8870",66,"€350K",350000
"8871",66,"€1M",1000000
"8872",66,"€1.1M",1100000
"8873",66,"€475K",475000
"8874",66,"€400K",400000
"8875",66,"€725K",725000
"8876",66,"€1.3M",1300000
"8877",66,"€500K",500000
"8878",66,"€650K",650000
"8879",66,"€825K",825000
"8880",66,"€1.1M",1100000
"8881",66,"€550K",550000
"8882",66,"€525K",525000
"8883",66,"€975K",975000
"8884",66,"€200K",200000
"8885",66,"€700K",700000
"8886",66,"€500K",500000
"8887",66,"€1M",1000000
"8888",66,"€1.2M",1200000
"8889",66,"€425K",425000
"8890",66,"€1.1M",1100000
"8891",66,"€700K",700000
"8892",66,"€650K",650000
"8893",66,"€900K",900000
"8894",66,"€850K",850000
"8895",66,"€1.3M",1300000
"8896",66,"€625K",625000
"8897",66,"€700K",700000
"8898",66,"€825K",825000
"8899",66,"€725K",725000
"8900",66,"€700K",700000
"8901",66,"€575K",575000
"8902",66,"€675K",675000
"8903",66,"€475K",475000
"8904",66,"€600K",600000
"8905",66,"€525K",525000
"8906",66,"€875K",875000
"8907",66,"€375K",375000
"8908",66,"€625K",625000
"8909",66,"€725K",725000
"8910",66,"€975K",975000
"8911",66,"€1M",1000000
"8912",66,"€500K",500000
"8913",66,"€525K",525000
"8914",66,"€625K",625000
"8915",66,"€925K",925000
"8916",66,"€1.1M",1100000
"8917",66,"€750K",750000
"8918",66,"€750K",750000
"8919",66,"€900K",900000
"8920",66,"€725K",725000
"8921",66,"€925K",925000
"8922",66,"€425K",425000
"8923",66,"€675K",675000
"8924",66,"€625K",625000
"8925",66,"€875K",875000
"8926",66,"€975K",975000
"8927",66,"€850K",850000
"8928",66,"€775K",775000
"8929",66,"€475K",475000
"8930",66,"€1.4M",1400000
"8931",66,"€850K",850000
"8932",66,"€425K",425000
"8933",66,"€775K",775000
"8934",66,"€750K",750000
"8935",66,"€775K",775000
"8936",66,"€850K",850000
"8937",66,"€675K",675000
"8938",66,"€750K",750000
"8939",66,"€500K",500000
"8940",66,"€600K",600000
"8941",66,"€375K",375000
"8942",66,"€40K",40000
"8943",66,"€925K",925000
"8944",66,"€700K",700000
"8945",66,"€850K",850000
"8946",66,"€1.4M",1400000
"8947",66,"€700K",700000
"8948",66,"€775K",775000
"8949",66,"€525K",525000
"8950",66,"€260K",260000
"8951",66,"€675K",675000
"8952",66,"€775K",775000
"8953",66,"€1.1M",1100000
"8954",66,"€925K",925000
"8955",66,"€700K",700000
"8956",66,"€1.4M",1400000
"8957",66,"€1M",1000000
"8958",66,"€525K",525000
"8959",66,"€850K",850000
"8960",66,"€675K",675000
"8961",66,"€525K",525000
"8962",66,"€850K",850000
"8963",66,"€40K",40000
"8964",66,"€1M",1000000
"8965",66,"€1M",1000000
"8966",66,"€850K",850000
"8967",66,"€700K",700000
"8968",66,"€525K",525000
"8969",66,"€700K",700000
"8970",66,"€675K",675000
"8971",66,"€975K",975000
"8972",66,"€675K",675000
"8973",66,"€750K",750000
"8974",66,"€675K",675000
"8975",66,"€525K",525000
"8976",66,"€850K",850000
"8977",66,"€975K",975000
"8978",66,"€1.4M",1400000
"8979",66,"€325K",325000
"8980",66,"€675K",675000
"8981",66,"€850K",850000
"8982",66,"€475K",475000
"8983",66,"€850K",850000
"8984",66,"€575K",575000
"8985",66,"€900K",900000
"8986",66,"€950K",950000
"8987",66,"€1.2M",1200000
"8988",66,"€725K",725000
"8989",66,"€850K",850000
"8990",66,"€1.2M",1200000
"8991",66,"€1.1M",1100000
"8992",66,"€1.2M",1200000
"8993",66,"€1.1M",1100000
"8994",66,"€725K",725000
"8995",66,"€500K",500000
"8996",66,"€525K",525000
"8997",66,"€475K",475000
"8998",66,"€675K",675000
"8999",66,"€750K",750000
"9000",66,"€950K",950000
"9001",66,"€475K",475000
"9002",66,"€800K",800000
"9003",66,"€850K",850000
"9004",66,"€475K",475000
"9005",66,"€260K",260000
"9006",66,"€1.3M",1300000
"9007",66,"€325K",325000
"9008",66,"€750K",750000
"9009",66,"€700K",700000
"9010",66,"€500K",500000
"9011",66,"€575K",575000
"9012",66,"€475K",475000
"9013",66,"€375K",375000
"9014",66,"€475K",475000
"9015",66,"€600K",600000
"9016",66,"€260K",260000
"9017",66,"€550K",550000
"9018",66,"€475K",475000
"9019",66,"€625K",625000
"9020",66,"€1.4M",1400000
"9021",66,"€575K",575000
"9022",66,"€475K",475000
"9023",66,"€800K",800000
"9024",66,"€900K",900000
"9025",66,"€725K",725000
"9026",66,"€70K",70000
"9027",66,"€675K",675000
"9028",66,"€400K",400000
"9029",66,"€825K",825000
"9030",66,"€40K",40000
"9031",66,"€475K",475000
"9032",66,"€600K",600000
"9033",66,"€675K",675000
"9034",66,"€1.1M",1100000
"9035",66,"€375K",375000
"9036",66,"€475K",475000
"9037",66,"€825K",825000
"9038",66,"€750K",750000
"9039",66,"€550K",550000
"9040",66,"€775K",775000
"9041",66,"€925K",925000
"9042",66,"€425K",425000
"9043",66,"€1.1M",1100000
"9044",66,"€850K",850000
"9045",66,"€475K",475000
"9046",66,"€500K",500000
"9047",66,"€500K",500000
"9048",66,"€525K",525000
"9049",66,"€325K",325000
"9050",66,"€1M",1000000
"9051",66,"€425K",425000
"9052",66,"€375K",375000
"9053",66,"€750K",750000
"9054",66,"€775K",775000
"9055",66,"€375K",375000
"9056",66,"€625K",625000
"9057",66,"€400K",400000
"9058",66,"€625K",625000
"9059",66,"€850K",850000
"9060",66,"€525K",525000
"9061",66,"€475K",475000
"9062",66,"€625K",625000
"9063",66,"€900K",900000
"9064",66,"€600K",600000
"9065",66,"€260K",260000
"9066",66,"€525K",525000
"9067",66,"€1.4M",1400000
"9068",66,"€300K",300000
"9069",66,"€875K",875000
"9070",66,"€600K",600000
"9071",66,"€725K",725000
"9072",66,"€700K",700000
"9073",66,"€525K",525000
"9074",66,"€675K",675000
"9075",66,"€625K",625000
"9076",66,"€375K",375000
"9077",66,"€725K",725000
"9078",66,"€850K",850000
"9079",66,"€900K",900000
"9080",66,"€550K",550000
"9081",66,"€650K",650000
"9082",66,"€525K",525000
"9083",66,"€350K",350000
"9084",66,"€1.4M",1400000
"9085",66,"€1M",1000000
"9086",66,"€525K",525000
"9087",66,"€625K",625000
"9088",66,"€800K",800000
"9089",66,"€775K",775000
"9090",66,"€850K",850000
"9091",66,"€675K",675000
"9092",66,"€650K",650000
"9093",66,"€725K",725000
"9094",66,"€1M",1000000
"9095",66,"€250K",250000
"9096",66,"€675K",675000
"9097",66,"€975K",975000
"9098",66,"€850K",850000
"9099",66,"€825K",825000
"9100",66,"€425K",425000
"9101",66,"€625K",625000
"9102",66,"€550K",550000
"9103",66,"€1.1M",1100000
"9104",66,"€875K",875000
"9105",66,"€650K",650000
"9106",66,"€650K",650000
"9107",66,"€725K",725000
"9108",66,"€875K",875000
"9109",66,"€700K",700000
"9110",66,"€1M",1000000
"9111",66,"€500K",500000
"9112",66,"€975K",975000
"9113",66,"€650K",650000
"9114",66,"€625K",625000
"9115",66,"€875K",875000
"9116",66,"€475K",475000
"9117",66,"€500K",500000
"9118",66,"€625K",625000
"9119",66,"€725K",725000
"9120",66,"€475K",475000
"9121",66,"€350K",350000
"9122",66,"€260K",260000
"9123",66,"€150K",150000
"9124",66,"€700K",700000
"9125",66,"€425K",425000
"9126",66,"€1.4M",1400000
"9127",66,"€350K",350000
"9128",66,"€675K",675000
"9129",66,"€375K",375000
"9130",66,"€475K",475000
"9131",66,"€825K",825000
"9132",66,"€725K",725000
"9133",66,"€375K",375000
"9134",66,"€725K",725000
"9135",66,"€975K",975000
"9136",66,"€600K",600000
"9137",66,"€500K",500000
"9138",66,"€575K",575000
"9139",66,"€300K",300000
"9140",66,"€850K",850000
"9141",66,"€975K",975000
"9142",66,"€200K",200000
"9143",66,"€475K",475000
"9144",66,"€575K",575000
"9145",66,"€650K",650000
"9146",66,"€875K",875000
"9147",66,"€1.2M",1200000
"9148",66,"€900K",900000
"9149",66,"€750K",750000
"9150",66,"€950K",950000
"9151",66,"€400K",400000
"9152",66,"€625K",625000
"9153",66,"€775K",775000
"9154",66,"€925K",925000
"9155",66,"€325K",325000
"9156",66,"€200K",200000
"9157",66,"€750K",750000
"9158",66,"€675K",675000
"9159",66,"€200K",200000
"9160",66,"€900K",900000
"9161",66,"€700K",700000
"9162",66,"€475K",475000
"9163",66,"€500K",500000
"9164",66,"€625K",625000
"9165",66,"€700K",700000
"9166",66,"€1.2M",1200000
"9167",66,"€825K",825000
"9168",66,"€600K",600000
"9169",66,"€550K",550000
"9170",66,"€775K",775000
"9171",66,"€750K",750000
"9172",66,"€900K",900000
"9173",66,"€625K",625000
"9174",66,"€675K",675000
"9175",66,"€1.1M",1100000
"9176",66,"€875K",875000
"9177",66,"€800K",800000
"9178",66,"€300K",300000
"9179",66,"€425K",425000
"9180",66,"€475K",475000
"9181",66,"€675K",675000
"9182",66,"€675K",675000
"9183",66,"€1M",1000000
"9184",66,"€475K",475000
"9185",66,"€600K",600000
"9186",66,"€675K",675000
"9187",66,"€900K",900000
"9188",66,"€625K",625000
"9189",66,"€775K",775000
"9190",66,"€500K",500000
"9191",66,"€850K",850000
"9192",66,"€500K",500000
"9193",66,"€675K",675000
"9194",66,"€325K",325000
"9195",66,"€1.1M",1100000
"9196",66,"€950K",950000
"9197",66,"€825K",825000
"9198",66,"€725K",725000
"9199",66,"€700K",700000
"9200",66,"€950K",950000
"9201",66,"€775K",775000
"9202",66,"€650K",650000
"9203",66,"€725K",725000
"9204",66,"€975K",975000
"9205",66,"€1.1M",1100000
"9206",66,"€975K",975000
"9207",66,"€575K",575000
"9208",66,"€260K",260000
"9209",66,"€625K",625000
"9210",66,"€625K",625000
"9211",66,"€500K",500000
"9212",66,"€500K",500000
"9213",66,"€625K",625000
"9214",66,"€625K",625000
"9215",66,"€650K",650000
"9216",66,"€825K",825000
"9217",66,"€550K",550000
"9218",66,"€675K",675000
"9219",66,"€325K",325000
"9220",66,"€500K",500000
"9221",66,"€350K",350000
"9222",66,"€475K",475000
"9223",66,"€775K",775000
"9224",66,"€750K",750000
"9225",66,"€925K",925000
"9226",66,"€725K",725000
"9227",66,"€260K",260000
"9228",66,"€825K",825000
"9229",66,"€625K",625000
"9230",66,"€600K",600000
"9231",66,"€375K",375000
"9232",66,"€600K",600000
"9233",66,"€260K",260000
"9234",66,"€220K",220000
"9235",66,"€675K",675000
"9236",66,"€875K",875000
"9237",66,"€850K",850000
"9238",66,"€425K",425000
"9239",66,"€750K",750000
"9240",66,"€875K",875000
"9241",66,"€625K",625000
"9242",66,"€675K",675000
"9243",66,"€775K",775000
"9244",66,"€1.4M",1400000
"9245",66,"€750K",750000
"9246",66,"€800K",800000
"9247",66,"€40K",40000
"9248",66,"€475K",475000
"9249",66,"€625K",625000
"9250",66,"€700K",700000
"9251",66,"€675K",675000
"9252",66,"€925K",925000
"9253",66,"€700K",700000
"9254",66,"€900K",900000
"9255",66,"€650K",650000
"9256",66,"€475K",475000
"9257",66,"€150K",150000
"9258",66,"€500K",500000
"9259",66,"€700K",700000
"9260",66,"€650K",650000
"9261",66,"€725K",725000
"9262",66,"€700K",700000
"9263",66,"€850K",850000
"9264",66,"€775K",775000
"9265",66,"€475K",475000
"9266",66,"€425K",425000
"9267",66,"€350K",350000
"9268",66,"€350K",350000
"9269",66,"€500K",500000
"9270",66,"€1.1M",1100000
"9271",66,"€575K",575000
"9272",66,"€150K",150000
"9273",66,"€875K",875000
"9274",66,"€650K",650000
"9275",66,"€375K",375000
"9276",66,"€775K",775000
"9277",66,"€800K",800000
"9278",66,"€475K",475000
"9279",66,"€950K",950000
"9280",66,"€650K",650000
"9281",66,"€650K",650000
"9282",66,"€1.3M",1300000
"9283",66,"€180K",180000
"9284",66,"€260K",260000
"9285",66,"€675K",675000
"9286",66,"€650K",650000
"9287",66,"€875K",875000
"9288",66,"€750K",750000
"9289",66,"€650K",650000
"9290",66,"€650K",650000
"9291",66,"€1M",1000000
"9292",66,"€650K",650000
"9293",66,"€375K",375000
"9294",66,"€550K",550000
"9295",66,"€1M",1000000
"9296",66,"€725K",725000
"9297",66,"€425K",425000
"9298",66,"€850K",850000
"9299",66,"€260K",260000
"9300",66,"€675K",675000
"9301",66,"€700K",700000
"9302",66,"€600K",600000
"9303",66,"€925K",925000
"9304",66,"€575K",575000
"9305",66,"€875K",875000
"9306",66,"€475K",475000
"9307",66,"€40K",40000
"9308",66,"€875K",875000
"9309",66,"€260K",260000
"9310",66,"€875K",875000
"9311",66,"€425K",425000
"9312",66,"€625K",625000
"9313",66,"€750K",750000
"9314",66,"€775K",775000
"9315",66,"€850K",850000
"9316",66,"€750K",750000
"9317",66,"€525K",525000
"9318",66,"€675K",675000
"9319",66,"€1M",1000000
"9320",66,"€975K",975000
"9321",66,"€1.2M",1200000
"9322",66,"€825K",825000
"9323",66,"€575K",575000
"9324",66,"€525K",525000
"9325",66,"€825K",825000
"9326",66,"€500K",500000
"9327",66,"€70K",70000
"9328",66,"€525K",525000
"9329",66,"€40K",40000
"9330",66,"€1.5M",1500000
"9331",66,"€650K",650000
"9332",66,"€375K",375000
"9333",66,"€250K",250000
"9334",66,"€825K",825000
"9335",66,"€650K",650000
"9336",66,"€700K",700000
"9337",66,"€90K",90000
"9338",66,"€1.1M",1100000
"9339",66,"€825K",825000
"9340",66,"€975K",975000
"9341",66,"€525K",525000
"9342",66,"€950K",950000
"9343",66,"€750K",750000
"9344",66,"€500K",500000
"9345",66,"€675K",675000
"9346",66,"€230K",230000
"9347",66,"€750K",750000
"9348",66,"€975K",975000
"9349",66,"€1.1M",1100000
"9350",66,"€1M",1000000
"9351",66,"€850K",850000
"9352",66,"€975K",975000
"9353",66,"€850K",850000
"9354",66,"€475K",475000
"9355",66,"€260K",260000
"9356",66,"€825K",825000
"9357",66,"€550K",550000
"9358",66,"€800K",800000
"9359",66,"€900K",900000
"9360",66,"€1.1M",1100000
"9361",66,"€260K",260000
"9362",66,"€1M",1000000
"9363",66,"€625K",625000
"9364",66,"€500K",500000
"9365",66,"€325K",325000
"9366",66,"€675K",675000
"9367",66,"€825K",825000
"9368",66,"€900K",900000
"9369",66,"€950K",950000
"9370",66,"€425K",425000
"9371",66,"€475K",475000
"9372",66,"€1.2M",1200000
"9373",66,"€425K",425000
"9374",66,"€575K",575000
"9375",66,"€625K",625000
"9376",66,"€925K",925000
"9377",66,"€675K",675000
"9378",66,"€775K",775000
"9379",66,"€750K",750000
"9380",66,"€925K",925000
"9381",66,"€700K",700000
"9382",66,"€975K",975000
"9383",66,"€525K",525000
"9384",66,"€500K",500000
"9385",66,"€900K",900000
"9386",66,"€1M",1000000
"9387",66,"€675K",675000
"9388",66,"€700K",700000
"9389",66,"€350K",350000
"9390",66,"€625K",625000
"9391",66,"€1.1M",1100000
"9392",66,"€675K",675000
"9393",66,"€600K",600000
"9394",66,"€475K",475000
"9395",66,"€625K",625000
"9396",66,"€625K",625000
"9397",66,"€525K",525000
"9398",66,"€250K",250000
"9399",66,"€800K",800000
"9400",66,"€1.1M",1100000
"9401",66,"€575K",575000
"9402",66,"€650K",650000
"9403",66,"€425K",425000
"9404",66,"€750K",750000
"9405",66,"€575K",575000
"9406",66,"€875K",875000
"9407",66,"€725K",725000
"9408",66,"€875K",875000
"9409",66,"€260K",260000
"9410",66,"€575K",575000
"9411",66,"€1M",1000000
"9412",66,"€700K",700000
"9413",66,"€475K",475000
"9414",66,"€220K",220000
"9415",66,"€400K",400000
"9416",66,"€575K",575000
"9417",66,"€625K",625000
"9418",66,"€975K",975000
"9419",66,"€425K",425000
"9420",66,"€600K",600000
"9421",66,"€625K",625000
"9422",66,"€725K",725000
"9423",66,"€700K",700000
"9424",66,"€150K",150000
"9425",66,"€1.2M",1200000
"9426",66,"€1.3M",1300000
"9427",66,"€1.4M",1400000
"9428",66,"€575K",575000
"9429",66,"€500K",500000
"9430",66,"€775K",775000
"9431",66,"€850K",850000
"9432",66,"€850K",850000
"9433",66,"€1.1M",1100000
"9434",66,"€575K",575000
"9435",66,"€725K",725000
"9436",66,"€450K",450000
"9437",66,"€625K",625000
"9438",66,"€900K",900000
"9439",66,"€525K",525000
"9440",66,"€675K",675000
"9441",66,"€650K",650000
"9442",66,"€825K",825000
"9443",66,"€775K",775000
"9444",66,"€675K",675000
"9445",66,"€575K",575000
"9446",66,"€675K",675000
"9447",66,"€525K",525000
"9448",66,"€800K",800000
"9449",66,"€750K",750000
"9450",66,"€500K",500000
"9451",66,"€575K",575000
"9452",66,"€700K",700000
"9453",66,"€600K",600000
"9454",66,"€700K",700000
"9455",66,"€500K",500000
"9456",66,"€825K",825000
"9457",66,"€750K",750000
"9458",66,"€575K",575000
"9459",66,"€775K",775000
"9460",66,"€825K",825000
"9461",66,"€1.2M",1200000
"9462",66,"€650K",650000
"9463",66,"€675K",675000
"9464",66,"€775K",775000
"9465",66,"€500K",500000
"9466",66,"€725K",725000
"9467",66,"€850K",850000
"9468",66,"€950K",950000
"9469",66,"€1M",1000000
"9470",66,"€1.2M",1200000
"9471",66,"€625K",625000
"9472",66,"€675K",675000
"9473",66,"€625K",625000
"9474",66,"€775K",775000
"9475",66,"€675K",675000
"9476",66,"€500K",500000
"9477",66,"€500K",500000
"9478",66,"€875K",875000
"9479",66,"€200K",200000
"9480",66,"€375K",375000
"9481",66,"€475K",475000
"9482",66,"€625K",625000
"9483",66,"€700K",700000
"9484",66,"€825K",825000
"9485",66,"€1M",1000000
"9486",66,"€600K",600000
"9487",66,"€140K",140000
"9488",66,"€625K",625000
"9489",66,"€700K",700000
"9490",66,"€850K",850000
"9491",66,"€650K",650000
"9492",66,"€925K",925000
"9493",66,"€1M",1000000
"9494",66,"€775K",775000
"9495",66,"€800K",800000
"9496",66,"€775K",775000
"9497",66,"€550K",550000
"9498",66,"€775K",775000
"9499",66,"€650K",650000
"9500",66,"€775K",775000
"9501",66,"€950K",950000
"9502",66,"€1.4M",1400000
"9503",66,"€775K",775000
"9504",66,"€925K",925000
"9505",66,"€475K",475000
"9506",66,"€875K",875000
"9507",66,"€775K",775000
"9508",66,"€650K",650000
"9509",66,"€750K",750000
"9510",66,"€875K",875000
"9511",66,"€1.4M",1400000
"9512",66,"€1M",1000000
"9513",66,"€625K",625000
"9514",66,"€600K",600000
"9515",66,"€625K",625000
"9516",66,"€1M",1000000
"9517",66,"€775K",775000
"9518",66,"€260K",260000
"9519",66,"€180K",180000
"9520",66,"€500K",500000
"9521",66,"€850K",850000
"9522",66,"€1M",1000000
"9523",66,"€725K",725000
"9524",66,"€1M",1000000
"9525",66,"€675K",675000
"9526",66,"€675K",675000
"9527",66,"€1.1M",1100000
"9528",66,"€675K",675000
"9529",66,"€1.4M",1400000
"9530",66,"€675K",675000
"9531",66,"€750K",750000
"9532",66,"€750K",750000
"9533",66,"€40K",40000
"9534",66,"€725K",725000
"9535",66,"€600K",600000
"9536",66,"€950K",950000
"9537",66,"€475K",475000
"9538",66,"€625K",625000
"9539",66,"€260K",260000
"9540",66,"€950K",950000
"9541",66,"€1.1M",1100000
"9542",66,"€975K",975000
"9543",66,"€675K",675000
"9544",66,"€260K",260000
"9545",66,"€625K",625000
"9546",66,"€500K",500000
"9547",66,"€220K",220000
"9548",66,"€525K",525000
"9549",66,"€975K",975000
"9550",66,"€625K",625000
"9551",66,"€500K",500000
"9552",66,"€1M",1000000
"9553",66,"€775K",775000
"9554",66,"€475K",475000
"9555",66,"€1.1M",1100000
"9556",66,"€1.1M",1100000
"9557",66,"€375K",375000
"9558",66,"€650K",650000
"9559",66,"€475K",475000
"9560",66,"€775K",775000
"9561",66,"€900K",900000
"9562",66,"€625K",625000
"9563",66,"€675K",675000
"9564",66,"€475K",475000
"9565",66,"€280K",280000
"9566",66,"€725K",725000
"9567",66,"€500K",500000
"9568",66,"€800K",800000
"9569",66,"€750K",750000
"9570",66,"€550K",550000
"9571",66,"€650K",650000
"9572",66,"€700K",700000
"9573",66,"€220K",220000
"9574",66,"€500K",500000
"9575",66,"€500K",500000
"9576",66,"€750K",750000
"9577",66,"€875K",875000
"9578",66,"€900K",900000
"9579",66,"€900K",900000
"9580",66,"€475K",475000
"9581",66,"€90K",90000
"9582",66,"€775K",775000
"9583",66,"€700K",700000
"9584",66,"€525K",525000
"9585",66,"€925K",925000
"9586",66,"€150K",150000
"9587",66,"€650K",650000
"9588",66,"€650K",650000
"9589",66,"€600K",600000
"9590",66,"€775K",775000
"9591",66,"€500K",500000
"9592",66,"€675K",675000
"9593",66,"€950K",950000
"9594",66,"€800K",800000
"9595",66,"€1.2M",1200000
"9596",66,"€1.2M",1200000
"9597",66,"€875K",875000
"9598",66,"€400K",400000
"9599",66,"€625K",625000
"9600",66,"€1.3M",1300000
"9601",66,"€600K",600000
"9602",66,"€1M",1000000
"9603",66,"€1.1M",1100000
"9604",66,"€650K",650000
"9605",66,"€375K",375000
"9606",66,"€650K",650000
"9607",66,"€900K",900000
"9608",66,"€875K",875000
"9609",66,"€575K",575000
"9610",66,"€750K",750000
"9611",66,"€850K",850000
"9612",66,"€825K",825000
"9613",66,"€925K",925000
"9614",66,"€270K",270000
"9615",66,"€475K",475000
"9616",66,"€650K",650000
"9617",66,"€900K",900000
"9618",66,"€625K",625000
"9619",66,"€950K",950000
"9620",66,"€625K",625000
"9621",66,"€650K",650000
"9622",66,"€1.1M",1100000
"9623",66,"€1.1M",1100000
"9624",66,"€625K",625000
"9625",66,"€875K",875000
"9626",66,"€500K",500000
"9627",66,"€500K",500000
"9628",66,"€825K",825000
"9629",66,"€425K",425000
"9630",66,"€425K",425000
"9631",66,"€700K",700000
